ICD1_Iris,中文診斷
B009,皰疹
B009,疱疹病毒感染
B009,單純疱疹
B009,全身性疱疹感染
B009,會陰疱疹
B009,泡疹病毒性感染
B009,散在性單純疱疹
B009,胸疱疹性組織炎
B009,廣泛性疱疹
B009,單純性疱疹感染
B009,單純性疱疹
B019,出血性水痘
B019,新生兒水痘
B019,瀰漫性水痘病毒感染
B019,水痘病毒感染
B019,水痘
B020,帶狀泡疹性腦炎
B020,帶狀皰疹性腦炎
B022,三叉神經眼分支帶狀性泡疹
B022,帶狀泡疹神經痛
B022,三叉神經帶狀疱疹
B023,眼瞼帶狀庖疹
B023,帶狀皰疹眼症
B023,帶狀泡疹性眼部病變
B023,眼帶狀性疱疹
B027,瀰漫性帶狀泡疹
B027,濔漫性帶狀疹
B029,腹帶狀泡疹
B029,頭部帶狀疱疹
B029,帶狀泡疹病毒
B029,帶狀泡疹
B029,帶狀泡疹感染
B029,頷頸部帶狀性皰疹
B029,帶狀疤疹
B029,胸帶狀疱疹感染
B029,前額部帶狀疱疹
B029,帶狀疱疹
B029,胸部帶狀疱疹感染
B029,耳帶狀皰疹感染
B029,背部帶狀泡疹
B029,臉部帶狀泡疹
B029,帶狀皰疹
B029,上肢帶狀泡疹
B029,散播性帶狀疱疹
B029,下肢帶狀疱疹
B029,腹部帶狀泡疹病毒感染
B029,臂帶狀庖疹
B029,胸壁帶狀疹
B029,腰腹帶狀疱疹
B029,頸部帶狀皰
B07,顳部病毒疣皮膚病
B07,毒性疣
B07,贅疣
B084,手足口病
B084,手口足病
B084,手口足症
B084,手足口症
B085,疱疹性咽頰炎
B085,腸病毒泡狀咽炎
B085,魯得威氏咽峽炎
B085,泡疹性咽頰炎
B085,急性咽峽炎
B085,咽唊炎
B085,泡疹性咽峽炎
B159,急性A型肝炎
B159,A型肝炎
B159,急性甲型肝炎
B159,活動性A型肝炎
B159,甲型肝炎
B169,乙型肝炎表面抗原陽性
B169,病毒性B型肝炎
B169,乙型肝炎帶原者
B169,乙型肝炎急性發作
B169,乙型肝炎
B169,B型肝炎帶原者
B169,慢性B肝急性發作
B169,急性B型肝炎
B169,急性B型病毒性肝炎
B169,B型肝炎帶原
B169,B型肝炎感染
B169,B型猛暴性肝炎
B169,急性猛爆性B型肝炎
B169,急性活動性B型肝炎
B169,慢性B型肝炎急性發作
B169,急性乙型肝炎
B169,亞急性B型肝炎
B169,慢性B型肝炎急性惡化
B169,大陸型B型肝炎
B169,乙型病毒肝炎
B169,B型肝炎病毒感染
B169,乙型猛爆性肝炎
B169,猛爆性b型肝炎
B169,猛爆性B型病毒性肝炎
B169,慢性B肝急性惡化
B169,B型病毒性肝炎
B169,B型病毒抗原陽性
B169,猛暴型乙型肝炎
B169,B型肝炎
B169,活動性B型肝炎
B169,猛暴型B型肝炎
B169,B型肝炎抗原陽性
B169,b型肝炎急性惡化
B169,猛暴性乙型肝炎
B169,乙型病毒性肝炎
B169,B型肝炎病毒帶原
B169,B型肝炎病毒表面抗原陽性
B169,B肝帶原
B169,B型肝炎急性發作
B169,猛暴性B型肝炎
B169,B肝病毒帶原
B169,乙種病毒性肝炎
B169,傳染性B型肝炎
B171,C肝帶原
B171,C型肝炎病毒帶原
B171,c型帶原
B171,C型肝失代償
B171,C型肝
B171,C肝病毒帶原
B171,病毒性C型肝炎
B171,c型肝炎帶原者
B171,C型肝炎急性發作
B171,大陸型C型肝炎
B171,丙型肝炎帶原
B171,猛暴性c型肝炎
B171,丙型肝炎
B171,慢性C型肝炎急性發作
B171,C型病毒性肝炎
B171,c型肝炎帶原
B171,丙型肝炎病毒帶原
B171,C型肝炎急性惡化
B171,C型肝炎病毒感染
B171,丙型病毒性肝炎
B171,急性C型肝炎
B171,急性C型病毒性肝炎
B171,輸血性C型肝炎
B171,活動性C型肝炎
B171,丙型肝炎病毒感染
B171,酒精性C型肝炎
B171,猛爆性C型肝炎
B171,C型肝炎
B172,E型肝炎
B172,E抗原陰性帶原急性發作
B172,急性E型肝炎
B178,D型肝炎
B178,D型肝炎急性發作
B178,D型肝炎帶原
B178,非a型肝炎
B178,丁型肝炎
B178,丁型肝炎帶原
B178,非C型肝炎
B178,非B型肝炎
B181,慢性乙型肝炎帶原
B181,慢性活動性B型肝炎
B181,慢性乙型病毒性肝炎
B181,慢性B型肝炎病毒變異
B181,慢性B型肝炎感染
B181,慢性B型病毒性肝炎
B181,慢性乙型肝炎病毒感染
B181,慢性乙型肝炎
B181,慢性病毒性B型肝炎
B181,慢性B型肝炎
B181,慢性b肝炎
B181,慢性B型肝炎帶原
B181,慢性B型肝炎帶原者
B181,慢性B型肝炎病毒感染
B182,慢性活動性C型肝炎
B182,慢性病毒性C型肝炎
B182,慢性丙型肝炎
B182,慢性C型肝炎帶原
B182,慢性C型肝炎感染
B182,慢性C型肝炎
B182,C型肝炎病毒慢性感染
B182,慢性C型病毒性肝炎
B188,慢性甲型肝炎
B188,慢性D型肝炎
B199,亞急性猛爆性肝炎
B199,亞急性猛暴性肝炎
B199,E抗原陽性猛爆性肝炎
B199,病毒性肝炎帶原
B199,病毒性肝炎
B199,暴發性肝炎
B199,急性病毒性肝炎
B199,次猛爆性肝炎
B199,猛暴性肝炎
B199,猛爆性肝炎
B199,急性猛爆性肝炎
B24,成人後天免疫不全症候群
B24,類免疫不全病毒感染疾病
B24,先天性人類免疫不全症候群
B24,人體後天免疫不全症候群
B24,人類免疫不全病毒感染疾病
B24,人類免疫不全症候群
B24,人類免疫缺乏病毒疾病
B24,人類免疫缺乏病毒感染
B24,人類免疫缺陷病毒
B24,人類免疫缺陷病毒感染
B24,AIDS
B24,AIDS帶原者
B24,人類免疫缺陷病毒愛滋病
B24,人類後天免疫不全病毒感染
B24,人類後天免疫不全症候群
B24,人類免疫不全病毒
B24,人類免疫不全病毒感染
B24,後天免疫缺乏症候群
B24,後天性免疫缺乏徵候群
B24,後天免疫不全症候群
B24,後天免疫不全症
B24,後天免疫不全病毒感染
B24,後天人類免疫缺乏症候群
B24,後天人類免疫不全病毒感染
B24,HIV
B24,HIV infection
B24,HIV帶原
B24,愛滋病
B24,愛滋病毒帶原
B24,HIV陽性
B24,HIV感染
B24,愛滋病毒感染
B24,愛滋病病史
B24,愛滋病感染
B24,後天免疫不全愛滋病
B24,後天免疫功能不全
B24,後天免疫功能不全症
B24,後天免疫功能不足症候群
B24,後天免疫症候群
B24,後天免疫機能不全
B24,後天性人類免疫缺乏症候群
B24,後天性免疫不全症候群
B24,免疫缺損病毒
B24,後天性免疫症缺乏
B250,巨大細胞病毒肺炎
B250,巨細胞融合病毒肺炎
B250,巨細胞病毒肺炎
B258,巨細胞病毒性大腸炎
B258,巨細胞病毒性腸炎
B258,巨細胞病毒性腦炎
B258,巨細胞病毒腦炎
B258,巨細胞病毒腸炎
B258,巨細胞病毒腸胃炎
B258,巨細胞病毒網膜炎
B258,巨細胞腸炎
B258,巨細胞病毒結腸炎
B258,巨大細胞病毒腸炎
B259,CMV感染
B259,巨細胞病毒血症
B259,細胞巨大性病毒
B259,瀰漫性巨細胞病毒血症
B259,瀰漫性巨細胞病毒感染
B259,巨噬細胞病毒感染
B259,巨嗜細胞病毒感染
B259,巨細胞病毒感染
B259,巨細胞病毒菌血症
B259,巨細胞病毒疾病
B259,巨細胞包涵體病
B259,巨大細胞病毒感染
B259,巨大細胞病毒血症
B259,巨大病毒細胞感染
B259,巨細胞活化症
B259,全身性巨細胞病毒感染
B259,E嗜細胞病毒感染
B269,腮腺炎
B269,腮腺化膿
B269,腮腺深部感染
B269,化膿性腮腺炎
B279,感染性單核白血球增多症
B279,感染性單核球增生症
B279,單核球升高
B341,腸道病毒感染
B341,腸病毒感染
B341,腸病毒重症
B341,腸病毒71型感染
B341,腸病毒
B341,克沙奇病毒感染
B348,濾過性病毒
B348,濾過性病毒感染
B348,輪狀病毒感染
B348,反轉錄酶病毒感染
B348,諾羅病毒
B348,反轉錄病毒感染
B348,反轉錄脢病毒感染
B348,艾伯斯坦-巴爾病毒感染
B348,慢性EB病毒感染
B348,不類反轉錄病毒感染
B348,人類反轉病毒症候群
B348,人類反轉錄病毒感染
B348,呼吸性融合細胞性病毒感染
B348,呼吸道融合病毒
B348,呼吸融合病毒感染
B348,EB病毒感染
B348,EB病毒淋巴球增生症
B348,EB病毒之嗜血症侯群
B349,神經病毒性感染
B349,急性病毒感染
B349,病毒血症
B349,全身性病毒感染
B349,流行性病毒感染重症
B349,病毒性感染
B349,病毒症
B349,皮膚病毒感染
B349,慢性病毒感染
B349,病毒感染之慢性腹瀉
B349,病毒感染性哮吼
B349,免疫缺陷病毒感染
B349,細胞病毒血症
B349,病毒感染
B351,甲癬
B351,指甲黴菌病
B351,灰指甲
B353,香港腳
B353,足癬
B354,腹股溝體癬
B354,體癬
B359,全身性皮癬
B359,皮癬菌病
B359,皮癬
B359,全身皮癬菌感染
B359,皮膚癬
B359,錢癬
B369,皮膚深部黴菌感染
B369,皮膚黴菌症
B369,皮膚黴菌感染
B369,皮黴菌病
B370,口腔黴菌感染
B370,口腔念珠菌感染
B370,念珠菌性口腔內膜炎
B370,口腔白色唸珠菌感染
B370,口咽腔念珠菌感染
B371,肺部念珠菌感染
B371,白色念珠菌性肺炎
B374,念珠菌尿路感染
B374,念珠菌泌尿道感染
B374,泌尿道念珠菌感染
B377,念珠菌菌血症
B377,念珠菌血症
B377,念球菌血症
B377,白色念珠菌敗血症
B378,股骨念珠菌感染
B378,念珠菌腹膜炎
B378,食道念珠菌
B378,食道念珠菌感染
B378,念珠菌性眼內炎
B378,肝念珠菌感染
B378,念珠菌食道炎
B378,念珠菌感染胃炎
B378,臀部白念珠菌感染
B378,念珠球菌食道炎
B378,念珠菌腎炎
B378,大腸瀰漫性念珠菌
B378,白色念珠菌腹膜炎
B378,腸胃道念珠菌感染
B379,白色念珠菌性菌血症
B379,散播性念珠菌病
B379,播散性念珠菌感染
B379,全身性念珠菌病
B379,全身性念珠菌症
B379,全身性念珠菌感染
B379,系統性念珠菌感染
B379,白色念珠菌血症
B379,瀰漫性唸珠菌感染
B379,管路念珠菌感染
B379,鵝口瘡
B379,念珠菌症
B379,念珠菌敗血性休克
B379,口腔鵝口瘡性潰瘍
B379,念珠菌敗血症
B379,未明示部位之念珠菌病
B379,白色念珠菌感染
B379,血行性念珠菌感染
B379,念珠菌菌血症感染
B379,念珠菌感染
B379,瀰漫性念珠菌感染
B379,念珠菌病
B379,念珠性黴菌血症
B440,侵襲性麴菌感染
B440,侵襲性肺麴菌病
B441,慢性肺部麴菌症
B441,麴菌肺炎
B441,麴菌性肺炎
B441,黑麴菌肺炎
B441,肺麴菌病
B441,侵襲性麴菌性肺炎
B441,肺麴菌症
B441,麴菌肺病
B441,肺麴黴病
B441,肺黃麴菌病
B441,肺部侵入性麴菌感染
B441,上肺葉麴菌瘤
B441,肺麴菌感染
B441,肺葉黃麴菌瘤
B441,肺部麴菌膿瘍
B441,肺部麴菌感染
B441,黃麴菌肺炎
B448,麴菌心包膜感染
B448,呼吸系統麴菌病
B448,主氣管麴菌病
B448,鼻麴菌感染
B448,鼻竇麴黴病
B448,腦麴菌病
B449,麴菌瘤
B449,黃麴菌感染
B449,侵襲性麴菌病症
B449,抗藥性黃麴菌感染
B449,瀰漫性麴菌病
B449,麴菌病
B449,麴菌感染
B449,麴菌症
B450,肺隱球菌感染
B450,隱球菌肺炎
B450,隱球菌性呼吸窘迫症候群
B451,隱球菌腦炎
B451,中樞性隱球菌感染
B451,隱球菌腦室炎
B451,隱球菌腦脊髓炎
B451,小腦隱球菌瘤
B451,腦部隱球菌膿瘍
B451,隱球菌腦膜炎
B451,腦隱球菌感染
B451,隱球菌腦膜炎感染
B451,新型隱球菌腦膜腦炎
B451,新型隱球菌腦膜炎
B451,隱球菌腦膜腦炎
B451,隱球菌性腦膜炎
B451,隱球菌性腦膿瘍
B451,隱胞球菌腦膜炎
B451,隱球菌中樞神經感染
B451,隱球性腦膜炎
B451,顱內隱球菌感染
B457,隱球菌敗血症
B457,新型隱球菌敗血症
B458,新型隱球菌腹膜炎
B458,瀰漫性隱球菌胸腔縱膈腔感染
B458,隱球菌腹膜炎
B459,瀰漫性隱球菌感染
B459,瀰漫性隱球菌菌血症
B459,系統性隱球菌感染症
B459,新型隱球菌血症
B459,瀰漫性新型隱球菌感染
B459,彌漫性隱球菌感染
B459,全身性隱球菌感染
B459,新型隱球菌感染
B459,隱球菌感染
B459,隱球菌菌血症
B459,隱球菌病
B459,隱胞球菌感染
B460,白黴菌肺炎
B460,肺部白黴菌病
B461,鼻腔白黴菌感染
B461,侵襲性鼻眼窩腦白黴菌症
B461,白黴菌鼻竇炎
B461,眼眶內侵犯
B461,腦鼻白黴菌症
B461,鼻腦白黴菌病
B461,鼻腦部白黴菌感染
B461,鼻大腦白黴菌病
B461,鼻竇白霉感染
B461,鼻黴菌病
B465,食道白黴病
B465,篩骨白黴菌病
B465,腹壁白黴菌感染症
B465,白毛黴菌症
B465,白黴菌血症
B465,白黴菌中樞神經感染
B465,白黴菌病
B465,白黴菌感染
B465,頭頸部白黴菌感染
B465,白黴症
B485,肺囊蟲感染
B485,肺多囊蟲感染
B485,人類肺囊蟲肺炎
B485,肺孢囊蟲肺炎
B485,肺囊球菌肺炎
B485,肺囊蟲菌肺炎
B485,肺囊蟲肺炎
B485,卡氏肺囊蟲肺炎
B485,肺孢子囊蟲肺炎
B485,肺胞子囊蟲感染
B485,肺囊菌肺炎
B485,肺囊虫病
B485,肺囊孢菌感染
B485,肺囊孢子蟲感染
B488,腿皮膚黑黴菌感染
B488,肺黴菌症
B488,毛黴菌病肺炎
B488,脾臟黴菌性感染
B488,鼻腔黴菌感染
B488,侵襲性肺部真菌感染
B488,黴菌性膽道感染
B488,鼻部黴菌感染
B488,腹腔黴菌感染
B488,上消化道黴菌感染
B488,腹腔內黴菌感染
B488,尿液黴菌感染
B488,眼窩黴菌感染
B488,泌尿道黴菌感染
B488,黴菌性膿胸
B488,尿路黴菌感染
B488,肺部黴菌感染
B488,蝶竇黏液黴菌病
B488,腦部黴菌感染
B488,黏膜黴菌感染
B488,真菌性食道炎
B488,真菌性肺炎
B488,肺黴菌感染
B488,慢性肺部黴菌感染
B488,肺部深部黴菌感染
B488,鼠蹊部黴菌感染
B488,內臟黴菌感染
B488,顱內黏膜黴菌感染
B488,手部黴菌感染
B488,尿道黴菌感染
B488,眼部黴菌感染
B488,黴菌性泌尿道感染
B488,黴菌尿症
B488,黴菌尿路感染
B488,黴菌性心內膜炎
B488,黴尿症
B488,食道黴菌感染
B488,腸內黴菌感染
B488,前臂黴菌感染
B488,黴菌性淋巴腺炎
B488,會陰部黴菌感染
B488,腸道黴菌感染
B488,黴菌性食道炎
B488,黴菌性眼內炎
B488,額頭黴菌感染
B488,黴菌食道感染
B49,系統性黴菌病
B49,系統性黴菌感染
B49,徵菌血症
B49,廣泛性黴菌性肺炎
B49,全身性黴菌感染
B49,血行性黴菌感染
B49,擴散性黴菌感染
B49,真菌性敗血症
B49,全身黴菌感染
B49,瀰散性真菌感染
B49,過敏型黴菌
B49,黴菌敗血症
B49,持續性黴菌敗血症
B49,黴菌性肺炎
B49,多重抗藥黴菌感染
B49,黴菌菌血症
B49,黴菌血症
B49,真菌血症
B49,霉菌血症
B49,鼻竇軟組織黴菌感染
B49,黴菌性敗血性休克
B49,黴菌性敗血症
B49,黴菌性菌血症
B49,胃部黴菌感染
B49,黴菌性血液感染
B49,瀰漫性黴菌感染
B49,血液黴菌感染
B49,真菌性菌血症
B49,侵襲性黴菌血症
B49,肺黴菌瘤
B49,侵襲性黴菌感染
B49,真菌敗血症
B49,黴血症
B49,黴菌感染菌血症
B49,真菌感染
B49,黴菌感染
B49,傷口黴菌感染
B582,腦部弓形蟲感染
B582,弓形蟲腦炎
B582,弓漿蟲腦病變
B582,弓漿蟲腦膿瘍
B582,腦部弓蟲症
B582,腦弓蟲症
B582,弓漿蟲腦部感染
B589,毒漿體原蟲病
B589,弓蟲病感染
B589,弓漿蟲感染
B661,肝吸蟲感染
B661,中華肝吸蟲感染
B661,肝吸蟲膽管炎
B689,絛蟲感染
B689,絛蟲幼蟲中樞神經感染
B699,囊蟲病
B699,毛囊虫感染史
B789,糞小桿線蟲
B789,糞小桿線蟲病
B789,糞小桿線蟲感染
B789,糞小桿線蟲症
B832,嗜伊紅性腦膜炎
B832,廣東血線蟲病
B86,疥瘡感染
B86,疥蟲感染
B86,疥癬
B86,疥瘡
B86,疥虫病
B89,十二指腸寄生蟲感染
B89,寄生蟲病
B89,寄生蟲感染
B89,小桿線蟲感染
B89,大便寄生蟲感染
B900,結合性腦膜炎病史
B900,陳舊性結核性腦膜炎
B902,陳舊性脊椎結核
B902,陳舊性骨結核病
B909,老的肺結核
B909,陳舊性支氣管性結核
B909,陳舊性未明確肺結核
B909,陳舊性多重抗藥性肺結核
B909,陳舊性結核
B909,肺部陳舊性肺結核
B909,陳舊性肺外結核
B909,陳舊肺結核
B909,陳舊性粟粒狀結核病
B909,陳舊性肺結核
B909,陳舊性肺結核感染
B909,陳舊性肺結核纖維化
B909,陳舊性纖維化肺結核
B909,陳舊性鈣化性肺結核
B909,陳舊性非開放性肺結核
B909,陳舊性結核病
B909,陳舊性破壞性肺結核
B909,陳舊性結核性肋膜炎
B909,陳舊性肋膜結核
B909,陳舊性結核性肺炎
B909,肺結核治癒
B909,肺結核後遺症
B909,肺結核完治
B909,呼吸道結核病後遺症
B909,結核病後遺症
B909,呼吸道結核後期影響
B909,舊肺結核病灶
B909,肺結核後期影響
B909,舊發行肺結核
B909,舊肺結核
B909,肺結核病史
B91,急性脊髓灰白質炎後遺症
B91,小兒麻痺後遺症
B91,脊髓灰白質炎的後期影響
B99,血循感染
B99,深部感染
B99,血管感染
B99,血路感染
B99,不明原因之感染
B99,系統性感染
B99,血源性感染
B99,潛在性感染
B99,不明原因感染
B99,血液感染
B99,院內感染
B99,自發性感染
B99,壞死性感染
B99,顆粒性球感染
B99,自體發炎症候群
B99,上行性感染
B99,轉移性全身不明炎症
B99,伺機性感染
B99,血行性感染
B99,血行感染
B99,系統性發炎疾病
B99,血流性感染
B99,內因性感染
B99,血流感染
B99,重症感染
B99,血液感染中毒
B99,系統性炎症反應
B99,多器官感染
B99,化療後感染
B99,感染性死因
B99,感染不明
B99,感染
B99,外傷性感染
B99,傳染性單核球症
B99,反覆性多發性細胞感染
B99,反覆性多處感染
B99,巨大細胞感染
B99,巨細胞感染
B99,未明示之傳染病
B99,二次感染
B99,續發性感染
B99,第二次感染
B99,急性二度感染惡化
B99,急性系統性發炎
B99,感染性病因
B99,繼發性感染
B99,器官發炎
B99,反覆感染
B99,遲發性感染
B99,慢性炎症
B99,非典型感染
B99,非典型感染症
B99,慢性發炎
B99,神經系統感染
B99,非結核桿菌性感染
B99,慢性感染
B99,慢性腹部感染
B99,Chest Infection
B99,腹部感染
B99,一類感染症
B99,感染源不明
B99,感染惡化
B99,感染症
B99,不明感染症
B99,急性感染
B99,二度感染
B99,發炎
B99,癌細胞感染
B99,急性腹部感染
B99,多處感染
B99,多處器官系統感染
B99,多發性炎症
B99,化膿性感染
B99,多處化膿性感染
B99,多發性感染
B99,多發感染
B99,次發性感染
B99,次發感染
B99,細胞感染
B99,不明位置感染
B99,化療後黏膜感染
B99,創傷性感染
B99,多重器官感染發炎
B99,多重伺機性感染
B99,多重器官炎症
B99,全身多重性感染
B99,惡性感染
B99,全身性炎症
B99,惡性發炎
B99,全身性感染
B99,全身炎症性反應
B99,全身發炎
B99,全身感染
B99,全身嚴重發炎
B99,多重器官感染
B99,全身瀰漫性感染
B99,流血性感染
B99,多重抗藥性感染
B99,多重性感染
B99,多重感染
B99,多系統感染
C000,口腔上唇惡性腫瘤
C000,上唇小唾液腺基底腺癌
C000,上唇扁平細胞惡性腫瘤
C000,上唇紅緣惡性腫瘤
C000,上唇惡性腫瘤
C000,上唇腺樣囊狀癌
C000,上唇鱗狀細胞癌
C000,上唇癌
C001,下唇惡性腫瘤
